adp_rank,player_name,position,team,sleeper_id,age,years_exp,source,scoring_format,adp,stdev,times_drafted,fetched_at,name_key
47,Terry McLaurin,WR,WAS,,,,ffc,half_ppr,45.8,5.4,187.0,2026-08-30T00:01:21.009649+00:00,terry mclaurin
48,Jaylen Waddle,WR,DEN,,,,ffc,half_ppr,47.3,6.7,693.0,2026-08-30T00:01:21.009649+00:00,jaylen waddle
49,Bucky Irving,RB,TB,,,,ffc,half_ppr,47.5,5.4,148.0,2026-08-30T00:01:21.009649+00:00,bucky irving
50,Rome Odunze,WR,CHI,,,,ffc,half_ppr,49.4,6.2,250.0,2026-08-30T00:01:21.009649+00:00,rome odunze
51,Drake Maye,QB,NE,,,,ffc,half_ppr,51.3,9.1,166.0,2026-08-30T00:01:21.009649+00:00,drake maye
52,Quinshon Judkins,RB,CLE,,,,ffc,half_ppr,51.4,5.4,253.0,2026-08-30T00:01:21.009649+00:00,quinshon judkins
53,Bhayshul Tuten,RB,JAX,,,,ffc,half_ppr,52.9,6.2,289.0,2026-08-30T00:01:21.009649+00:00,bhayshul tuten
54,Mike Evans,WR,SF,,,,ffc,half_ppr,53.8,5.2,207.0,2026-08-30T00:01:21.009649+00:00,michael evans
55,Lamar Jackson,QB,BAL,,,,ffc,half_ppr,55.9,8.7,217.0,2026-08-30T00:01:21.009649+00:00,lamar jackson
56,Christian Watson,WR,GB,,,,ffc,half_ppr,56.0,6.1,358.0,2026-08-30T00:01:21.009649+00:00,christian watson
57,David Montgomery,RB,HOU,,,,ffc,half_ppr,56.3,5.3,396.0,2026-08-30T00:01:21.009649+00:00,david montgomery
58,Luther Burden III,WR,CHI,,,,ffc,half_ppr,57.5,6.0,394.0,2026-08-30T00:01:21.009649+00:00,luther burden
59,Joe Burrow,QB,CIN,,,,ffc,half_ppr,57.6,7.2,135.0,2026-08-30T00:01:21.009649+00:00,joseph burrow
60,Courtland Sutton,WR,DEN,,,,ffc,half_ppr,59.9,6.8,169.0,2026-08-30T00:01:21.009649+00:00,courtland sutton
61,Colston Loveland,TE,CHI,,,,ffc,half_ppr,61.3,8.9,568.0,2026-08-30T00:01:21.009649+00:00,colston loveland
62,Rhamondre Stevenson,RB,NE,,,,ffc,half_ppr,62.8,6.0,110.0,2026-08-30T00:01:21.009649+00:00,rhamondre stevenson
63,Jaylen Warren,RB,PIT,,,,ffc,half_ppr,63.0,4.1,93.0,2026-08-30T00:01:21.009649+00:00,jaylen warren
64,Alec Pierce,WR,IND,,,,ffc,half_ppr,63.3,7.0,140.0,2026-08-30T00:01:21.009649+00:00,alec pierce
